100.0	378.9172435119905	7.900345772871885
150.0	388.9204054990238	8.655822471103669
200.0	392.37344601437314	9.215614586768421
250.0	390.8512327514853	8.743312279678499
300.0	388.210726409123	9.715180564495261
350.0	384.9319119380408	9.366061185314681
400.0	382.37947605186844	9.098502597063518
450.0	380.4137801080272	9.23137633366077
500.0	376.9906667645897	8.97678276983591410.0	274.0033575872331	NaN
20.0	273.96300349721275	NaN
30.0	274.8326909461475	NaN
40.0	273.93268378379	NaN
50.0	273.89687915505704	NaN
10.0	274.1921971229649	NaN
20.0	274.37719865524707	NaN
30.0	274.1626256679897	NaN
40.0	274.7214330691429	NaN
50.0	274.17233675229056	NaN
10.0	274.6559188750363	NaN
20.0	274.38269607568486	NaN
30.0	274.1626256679897	NaN
40.0	274.53013055963424	NaN
50.0	274.40650657754446	NaN
