100.0	0.5975249971255009	0.001685827353614755
200.0	0.6777741427488551	0.0022943806004393267
300.0	0.739649934511207	0.0027849527897857045
400.0	0.7795156498487565	0.0031676205119868382
500.0	0.7940159839978083	0.003281203567637001
600.0	0.7963666922392942	0.003345582313003608
700.0	0.8096734279939538	0.0034515490185063656
800.0	0.8134210719123032	0.0034680003242621524
900.0	0.8093217401689403	0.0034138946135978776
1000.0	0.81672312239066	0.0034802227658097193
1000.0	0.6169561233076523	0.00412690771695269
1000.0	0.6147980007621474	0.004173639636583587
1000.0	0.6255687568181406	0.003955644801796733
